selected_ev,distance_km,electricity_price_per_kwh,ice_eff_l_per_100km,petrol_price_per_l,ev_trip_cost,ice_trip_cost,savings_ice_minus_ev,ev_co2_kg,ice_co2_kg,co2_saved_kg,state_elec,state_petrol,notes
Ford Mach-E Select LFP RWD,300.0,0.345,7.57,0.01,15.52,0.23,-15.3,31.5,52.46,20.96,NSW,VIC,
GWM Ora Extended Range GT,500.0,0.287,8.54,1.89,21.52,80.7,59.18,52.5,98.64,46.14,ACT,QLD,
Mercedes-Benz EQE 350 4MATIC,200.0,0.339,8.56,2.08,10.17,35.61,25.44,21.0,39.55,18.55,VIC,SA,
GWM Ora Extended Range GT,100.0,0.07,7.44,2.34,1.05,17.41,16.36,10.5,17.19,6.69,SA,ACT,
Peugeot 2008 e2008 GT,100.0,0.6,10.29,1.72,9.0,17.7,8.7,10.5,23.77,13.27,QLD,ACT,
BMW 7 Series i7 M70 xDrive,400.0,0.313,8.72,1.77,18.78,61.74,42.96,42.0,80.57,38.57,TAS,NT,
Tesla Model 3 RWD H6LRB,500.0,0.278,7.91,0.01,20.85,0.4,-20.45,52.5,91.36,38.86,WA,QLD,
Tesla Model 3 Long Range H5LDB,250.0,0.334,9.44,189.74,12.53,4477.86,4465.34,26.25,54.52,28.27,ACT,NT,
Audi Q8 Q8 e-tron quattro Sportback,250.0,0.388,8.19,1.96,14.55,40.13,25.58,26.25,47.3,21.05,TAS,QLD,ICE fetch failed; manual entry path simulated
BYD SEAL Dynamic,150.0,0.1,6.97,189.74,2.25,1983.73,1981.48,15.75,24.15,8.4,QLD,NSW,
Tesla Model 3 Long Range H5LDB,150.0,0.326,11.33,89.99,7.33,1529.38,1522.05,15.75,39.26,23.51,ACT,QLD,
Tesla Model 3 Long Range H5LDB,100.0,0.07,999.0,89.99,1.05,89900.01,89898.96,10.5,2307.69,2297.19,VIC,SA,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,100.0,0.318,8.8,189.74,4.77,1669.71,1664.94,10.5,20.33,9.83,ACT,QLD,
GWM Ora Standard Range,100.0,0.1,50.0,1.99,1.5,99.5,98.0,10.5,115.5,105.0,NSW,NSW,ICE fetch failed; manual entry path simulated
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,250.0,0.384,8.98,89.99,14.4,2020.28,2005.88,26.25,51.86,25.61,TAS,WA,ICE fetch failed; manual entry path simulated
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.347,9.23,89.99,20.82,3322.43,3301.61,42.0,85.29,43.29,SA,NSW,ICE fetch failed; manual entry path simulated
Lexus UX 300e,150.0,0.6,8.02,0.01,13.5,0.12,-13.38,15.75,27.79,12.04,WA,ACT,
Mercedes-Benz EQE Class EQE 300,200.0,0.37,10.06,1.81,11.1,36.42,25.32,21.0,46.48,25.48,TAS,TAS,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.352,7.03,1.87,5.28,13.15,7.87,10.5,16.24,5.74,TAS,QLD,
Rolls-Royce Spectre Coupe,150.0,0.355,6.33,1.84,7.99,17.47,9.48,15.75,21.93,6.18,ACT,ACT,
Kia EV6 GT,150.0,0.07,50.0,2.21,1.58,165.75,164.18,15.75,173.25,157.5,VIC,NSW,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,500.0,0.07,6.99,89.99,5.25,3145.15,3139.9,52.5,80.73,28.23,SA,ACT,
"Kia EV9 Earth AWD 19"",0""",300.0,0.351,9.08,189.74,15.79,5168.52,5152.72,31.5,62.92,31.42,WA,NSW,
GWM Ora Extended Range,200.0,0.368,8.92,2.36,11.04,42.1,31.06,21.0,41.21,20.21,NSW,NSW,
BYD SEAL PERFORMANCE,100.0,0.1,50.0,189.74,1.5,9487.0,9485.5,10.5,115.5,105.0,NT,NT,ICE fetch failed; manual entry path simulated
BYD SEAL Dynamic,250.0,0.07,999.0,1.99,2.63,4970.02,4967.4,26.25,5769.23,5742.98,SA,TAS,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,150.0,0.333,5.92,2.01,7.49,17.85,10.36,15.75,20.51,4.76,ACT,ACT,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,200.0,0.254,9.65,1.91,7.62,36.86,29.24,21.0,44.58,23.58,TAS,TAS,
GWM Ora Extended Range GT,200.0,0.6,0.5,189.74,18.0,189.74,171.74,21.0,2.31,-18.69,WA,VIC,ICE fetch failed; manual entry path simulated
MG MG4 64kWh EV RWD LUX ,200.0,0.33,9.33,0.01,9.9,0.19,-9.71,21.0,43.1,22.1,TAS,VIC,
Rolls-Royce Spectre Black Badge Coupe,100.0,0.283,10.38,0.01,4.24,0.1,-4.14,10.5,23.98,13.48,QLD,NSW,
BYD SEAL Dynamic,250.0,0.386,8.35,189.74,14.47,3960.82,3946.35,26.25,48.22,21.97,ACT,QLD,
Mercedes-Benz EQS 500 4MATIC,100.0,0.264,50.0,189.74,3.96,9487.0,9483.04,10.5,115.5,105.0,TAS,NT,ICE fetch failed; manual entry path simulated
Volvo C40 Recharge Twin,250.0,0.38,8.59,2.2,14.25,47.25,33.0,26.25,49.61,23.36,SA,TAS,
BYD SEAL PREMIUM,200.0,0.326,6.44,189.74,9.78,2443.85,2434.07,21.0,29.75,8.75,SA,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",300.0,0.349,6.29,1.94,15.7,36.61,20.9,31.5,43.59,12.09,TAS,ACT,
"Cupra Born 77kWh 4 seat (20 Alloys)""",100.0,0.07,8.18,2.16,1.05,17.67,16.62,10.5,18.9,8.4,TAS,NSW,
Peugeot 2008 e2008 GT,200.0,0.07,8.11,89.99,2.1,1459.64,1457.54,21.0,37.47,16.47,VIC,NSW,
Tesla Model 3 Long Range H5LDB,250.0,0.6,9.43,89.99,22.5,2121.51,2099.01,26.25,54.46,28.21,NSW,QLD,
Ford Mach-E Premium 4P RWD,500.0,0.07,9.06,2.0,5.25,90.6,85.35,52.5,104.64,52.14,NT,SA,
Lexus UX 300e,200.0,0.352,9.96,2.11,10.56,42.03,31.47,21.0,46.02,25.02,TAS,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",500.0,0.266,8.76,1.82,19.95,79.72,59.77,52.5,101.18,48.68,ACT,TAS,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE Class EQE 300,250.0,0.34,10.2,0.01,12.75,0.26,-12.5,26.25,58.91,32.66,TAS,NT,
Volvo XC40 Recharge Twin,200.0,0.1,8.77,1.78,3.0,31.22,28.22,21.0,40.52,19.52,TAS,TAS,
Volvo C40 Recharge Twin,200.0,0.284,6.63,89.99,8.52,1193.27,1184.75,21.0,30.63,9.63,SA,TAS,
Volvo C40 Recharge Twin,250.0,0.1,6.81,1.78,3.75,30.3,26.55,26.25,39.33,13.08,NT,VIC,
Lexus UX 300e,400.0,0.273,10.98,0.01,16.38,0.44,-15.94,42.0,101.46,59.46,NT,WA,
Rolls-Royce Spectre Coupe,500.0,0.1,0.5,0.01,7.5,0.03,-7.47,52.5,5.78,-46.73,TAS,NSW,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,150.0,0.1,9.14,189.74,2.25,2601.34,2599.09,15.75,31.67,15.92,QLD,NT,
Tesla Model 3 Long Range H5LDB,400.0,0.07,50.0,1.7,4.2,340.0,335.8,42.0,462.0,420.0,VIC,NSW,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Black Badge Coupe,200.0,0.6,8.22,0.01,18.0,0.16,-17.84,21.0,37.98,16.98,ACT,VIC,
Volvo XC40 Recharge,500.0,0.07,9.28,1.89,5.25,87.7,82.45,52.5,107.18,54.68,SA,NT,
Cupra Born Born 77kWh 5 seat,500.0,0.07,6.04,189.74,5.25,5730.15,5724.9,52.5,69.76,17.26,NSW,NT,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.393,7.33,89.99,23.58,2638.51,2614.93,42.0,67.73,25.73,TAS,NT,
GWM Ora Standard Range,300.0,0.397,8.66,1.92,17.87,49.88,32.02,31.5,60.01,28.51,SA,ACT,
Audi Q8 Q8 e-tron quattro,150.0,0.273,2018.0,1.96,6.14,5932.92,5926.78,15.75,6992.37,6976.62,NSW,TAS,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,250.0,0.299,6.37,1.89,11.21,30.1,18.89,26.25,36.79,10.54,ACT,WA,
GWM Ora Extended Range GT,250.0,0.1,8.44,1.97,3.75,41.57,37.82,26.25,48.74,22.49,VIC,VIC,
Mercedes-Benz EQE 53 AMG 4MATIC+,500.0,0.1,9.71,1.92,7.5,93.22,85.72,52.5,112.15,59.65,NSW,TAS,
Rolls-Royce Spectre Black Badge Coupe,200.0,0.1,9.57,2.1,3.0,40.19,37.19,21.0,44.21,23.21,SA,ACT,
Mercedes-Benz EQS 500 4MATIC,250.0,0.271,9.35,1.75,10.16,40.91,30.74,26.25,54.0,27.75,WA,SA,
Mercedes-Benz EQS 500 4MATIC,400.0,0.6,11.44,1.82,36.0,83.28,47.28,42.0,105.71,63.71,SA,VIC,
MG ZS EV 72kWh,100.0,0.1,6.8,2.01,1.5,13.67,12.17,10.5,15.71,5.21,NSW,SA,
Volvo XC40 Recharge Twin,400.0,0.1,8.61,1.88,6.0,64.75,58.75,42.0,79.56,37.56,ACT,VIC,
BYD DOLPHIN PERFORMANCE,500.0,0.6,9.37,89.99,45.0,4216.03,4171.03,52.5,108.22,55.72,TAS,SA,
Ford Mach-E GT 4P AWD,200.0,0.1,9.91,189.74,3.0,3760.65,3757.65,21.0,45.78,24.78,VIC,NT,
Peugeot 2008 e2008 GT,300.0,0.07,9.9,0.01,3.15,0.3,-2.85,31.5,68.61,37.11,NT,TAS,
Peugeot 2008 e2008 GT,400.0,0.6,7.41,2.27,36.0,67.28,31.28,42.0,68.47,26.47,TAS,ACT,
Kia EV6 GT,100.0,0.6,8.61,89.99,9.0,774.81,765.81,10.5,19.89,9.39,VIC,SA,
Peugeot 2008 e2008 GT,500.0,0.07,7.11,189.74,5.25,6745.26,6740.01,52.5,82.12,29.62,ACT,NSW,
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.348,11.17,1.65,20.88,73.72,52.84,42.0,103.21,61.21,WA,WA,
MG MG4 64kWh EV RWD ,400.0,0.376,2018.0,1.96,22.56,15821.12,15798.56,42.0,18646.32,18604.32,TAS,QLD,ICE fetch failed; manual entry path simulated
Kia EV6 GT,500.0,0.236,7.49,1.89,17.7,70.78,53.08,52.5,86.51,34.01,ACT,QLD,
"Kia EV9 Earth AWD 19"",0""",500.0,0.284,9.03,189.74,21.3,8566.76,8545.46,52.5,104.3,51.8,ACT,ACT,
Audi Q8 Q8 e-tron quattro Sportback,200.0,0.1,8.02,89.99,3.0,1443.44,1440.44,21.0,37.05,16.05,NSW,WA,
Lexus RZ 450e,500.0,0.328,7.12,1.68,24.6,59.81,35.21,52.5,82.24,29.74,NT,QLD,ICE fetch failed; manual entry path simulated
Peugeot Partner  ePARTNER PRO LONG,400.0,0.308,8.94,2.16,18.48,77.24,58.76,42.0,82.61,40.61,NSW,QLD,
GWM Ora Standard Range,300.0,0.349,9.46,189.74,15.7,5384.82,5369.12,31.5,65.56,34.06,NSW,WA,
GWM Ora Extended Range,300.0,0.6,10.22,2.17,27.0,66.53,39.53,31.5,70.82,39.32,VIC,SA,
GWM Ora Extended Range GT,200.0,0.6,6.51,1.77,18.0,23.05,5.05,21.0,30.08,9.08,VIC,QLD,
"Cupra Born 77kWh 4 seat (20 Alloys)""",400.0,0.6,8.79,89.99,36.0,3164.05,3128.05,42.0,81.22,39.22,TAS,SA,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.1,2018.0,189.74,6.0,1531581.28,1531575.28,42.0,18646.32,18604.32,NSW,ACT,ICE fetch failed; manual entry path simulated
BMW X1 iX1 xDrive30,250.0,0.416,9.01,2.18,15.6,49.1,33.5,26.25,52.03,25.78,NT,WA,
Audi Q8 Q8 e-tron quattro,250.0,0.07,10.07,189.74,2.63,4776.7,4774.08,26.25,58.15,31.9,VIC,NT,
Peugeot Partner  ePARTNER PRO LONG,250.0,0.279,7.09,2.06,10.46,36.51,26.05,26.25,40.94,14.69,QLD,TAS,
BMW 7 Series i7 M70 xDrive,200.0,0.1,2018.0,1.76,3.0,7103.36,7100.36,21.0,9323.16,9302.16,ACT,VIC,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,200.0,0.326,8.43,0.01,9.78,0.17,-9.61,21.0,38.95,17.95,NSW,ACT,
Fiat 500e Abarth 500e 113.7 kW 42 kWh FWD ELECTRIC,150.0,0.29,6.79,1.95,6.52,19.86,13.34,15.75,23.53,7.78,NT,NT,
MG MG4 51kWh EV RWD ,300.0,0.6,10.33,0.01,27.0,0.31,-26.69,31.5,71.59,40.09,VIC,ACT,
Mercedes-Benz EQE SUV AMG EQE 53 4MATIC+ SUV,400.0,0.1,7.49,2.18,6.0,65.31,59.31,42.0,69.21,27.21,NT,NT,
BYD SEAL PERFORMANCE,400.0,0.393,9.16,189.74,23.58,6952.07,6928.49,42.0,84.64,42.64,NT,NT,
"Cupra Born 77kWh 4 seat (19 Alloys)""",400.0,0.07,7.91,2.3,4.2,72.77,68.57,42.0,73.09,31.09,NSW,SA,
Audi Q8 Q8 e-tron quattro,400.0,0.354,8.35,1.71,21.24,57.11,35.87,42.0,77.15,35.15,WA,WA,
Tesla Model 3 Long Range H5LDB,300.0,0.1,10.71,89.99,4.5,2891.38,2886.88,31.5,74.22,42.72,QLD,QLD,
Lexus UX 300e,400.0,0.1,8.39,0.01,6.0,0.34,-5.66,42.0,77.52,35.52,VIC,QLD,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 19"",0""",400.0,0.307,9.6,2.09,18.42,80.26,61.84,42.0,88.7,46.7,NT,NSW,ICE fetch failed; manual entry path simulated
BYD SEAL Dynamic,200.0,0.316,8.55,1.98,9.48,33.86,24.38,21.0,39.5,18.5,TAS,VIC,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 19"",0""",200.0,0.313,9.0,2.11,9.39,37.98,28.59,21.0,41.58,20.58,SA,NT,
MG ZS EV 72kWh,500.0,0.6,7.39,89.99,45.0,3325.13,3280.13,52.5,85.35,32.85,VIC,NT,
Mercedes-Benz EQS SUV EQS 450 4MATIC SUV,500.0,0.6,10.32,189.74,45.0,9790.58,9745.58,52.5,119.2,66.7,NSW,SA,
MG MG4 64kWh EV 4WD,100.0,0.1,8.45,1.83,1.5,15.46,13.96,10.5,19.52,9.02,NT,ACT,
Peugeot Partner  ePARTNER PRO LONG,100.0,0.1,11.32,2.18,1.5,24.68,23.18,10.5,26.15,15.65,NSW,VIC,
"Cupra Born 77kWh 4 seat (20 Alloys)""",500.0,0.329,11.0,189.74,24.68,10435.7,10411.03,52.5,127.05,74.55,TAS,SA,
Audi Q8 Q8 e-tron quattro,150.0,0.327,6.94,1.96,7.36,20.4,13.05,15.75,24.05,8.3,NSW,WA,
Kia EV6 GT,250.0,0.1,10.14,0.01,3.75,0.25,-3.5,26.25,58.56,32.31,NSW,VIC,
Peugeot 2008 e2008 GT,150.0,0.302,9.34,189.74,6.79,2658.26,2651.46,15.75,32.36,16.61,SA,SA,
Rolls-Royce Spectre Coupe,250.0,0.6,7.56,0.01,22.5,0.19,-22.31,26.25,43.66,17.41,TAS,NSW,
Ford Mach-E Premium 4P AWD,150.0,0.292,8.94,189.74,6.57,2544.41,2537.84,15.75,30.98,15.23,WA,TAS,
BYD DOLPHIN Dynamic,500.0,0.316,8.58,0.01,23.7,0.43,-23.27,52.5,99.1,46.6,SA,NSW,
Audi Q8 Q8 e-tron quattro Sportback,250.0,0.301,8.37,2.04,11.29,42.69,31.4,26.25,48.34,22.09,ACT,NSW,
Kia EV9 GT-Line AWD,200.0,0.273,999.0,2.11,8.19,4215.78,4207.59,21.0,4615.38,4594.38,SA,QLD,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,100.0,0.07,7.26,2.03,1.05,14.74,13.69,10.5,16.77,6.27,ACT,TAS,
Rolls-Royce Spectre Black Badge Coupe,200.0,0.1,9.98,189.74,3.0,3787.21,3784.21,21.0,46.11,25.11,QLD,NT,
Peugeot Partner  ePARTNER PRO LONG,200.0,0.1,10.1,1.98,3.0,40.0,37.0,21.0,46.66,25.66,TAS,SA,
Volvo C40 Recharge,100.0,0.07,9.0,1.89,1.05,17.01,15.96,10.5,20.79,10.29,WA,TAS,ICE fetch failed; manual entry path simulated
Rolls-Royce Spectre Coupe,150.0,0.6,9.51,89.99,13.5,1283.71,1270.21,15.75,32.95,17.2,QLD,TAS,
Kia EV6 GT,250.0,0.423,8.14,1.77,15.86,36.02,20.16,26.25,47.01,20.76,ACT,WA,
BYD SEAL PREMIUM,250.0,0.332,6.14,0.01,12.45,0.15,-12.3,26.25,35.46,9.21,WA,NSW,
GWM Ora Extended Range,500.0,0.305,8.68,1.82,22.88,78.99,56.11,52.5,100.25,47.75,NSW,WA,
BMW X1 iX1 xDrive30,150.0,0.07,50.0,1.94,1.58,145.5,143.93,15.75,173.25,157.5,ACT,TAS,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,250.0,0.1,7.25,189.74,3.75,3439.04,3435.29,26.25,41.87,15.62,NSW,QLD,
Rolls-Royce Spectre Coupe,300.0,0.406,10.31,1.66,18.27,51.34,33.07,31.5,71.45,39.95,NSW,NSW,
Peugeot Partner  ePARTNER PRO LONG,200.0,0.1,7.06,89.99,3.0,1270.66,1267.66,21.0,32.62,11.62,WA,QLD,
Kia EV6 GT,200.0,0.6,10.71,189.74,18.0,4064.23,4046.23,21.0,49.48,28.48,QLD,TAS,
BYD SEAL PERFORMANCE,400.0,0.299,8.85,2.22,17.94,78.59,60.65,42.0,81.77,39.77,QLD,NT,
BYD DOLPHIN PERFORMANCE,200.0,0.1,0.5,89.99,3.0,89.99,86.99,21.0,2.31,-18.69,ACT,TAS,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,150.0,0.38,8.6,189.74,8.55,2447.65,2439.1,15.75,29.8,14.05,VIC,VIC,
GWM Ora Extended Range,500.0,0.371,9.59,2.21,27.82,105.97,78.14,52.5,110.76,58.26,VIC,ACT,
GWM Ora Extended Range GT,300.0,0.07,9.08,189.74,3.15,5168.52,5165.37,31.5,62.92,31.42,TAS,QLD,
"Cupra Born 77kWh 4 seat (19 Alloys)""",400.0,0.406,999.0,1.86,24.36,7432.56,7408.2,42.0,9230.76,9188.76,WA,QLD,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",500.0,0.343,7.1,189.74,25.73,6735.77,6710.05,52.5,82.0,29.5,WA,QLD,
GWM Ora Extended Range GT,300.0,0.6,8.85,2.09,27.0,55.49,28.49,31.5,61.33,29.83,TAS,NSW,
BMW 7 Series i7 M70 xDrive,500.0,0.299,8.92,2.03,22.43,90.54,68.11,52.5,103.03,50.53,ACT,ACT,
Kia EV6 GT,300.0,0.326,50.0,2.01,14.67,301.5,286.83,31.5,346.5,315.0,NSW,WA,ICE fetch failed; manual entry path simulated
GWM Ora Extended Range GT,200.0,0.4,6.49,89.99,12.0,1168.07,1156.07,21.0,29.98,8.98,WA,SA,
Audi Q8 Q8 e-tron quattro,100.0,0.354,11.71,0.01,5.31,0.12,-5.19,10.5,27.05,16.55,ACT,ACT,
BYD DOLPHIN Dynamic,400.0,0.335,7.91,189.74,20.1,6003.37,5983.27,42.0,73.09,31.09,WA,TAS,ICE fetch failed; manual entry path simulated
Peugeot 2008 e2008 GT,150.0,0.384,6.89,1.63,8.64,16.85,8.21,15.75,23.87,8.12,NSW,TAS,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE 53 AMG 4MATIC+,400.0,0.432,7.49,89.99,25.92,2696.1,2670.18,42.0,69.21,27.21,QLD,TAS,
BYD SEAL Dynamic,250.0,0.6,0.5,0.01,22.5,0.01,-22.49,26.25,2.89,-23.36,SA,NSW,ICE fetch failed; manual entry path simulated
Tesla Model 3 RWD H6LRB,150.0,0.07,8.7,189.74,1.58,2476.11,2474.53,15.75,30.15,14.4,VIC,VIC,
Audi Q8 Q8 e-tron quattro Sportback,500.0,0.6,10.53,1.8,45.0,94.77,49.77,52.5,121.62,69.12,QLD,NT,
Peugeot 2008 e2008 GT,150.0,0.29,9.75,1.78,6.52,26.03,19.51,15.75,33.78,18.03,QLD,TAS,
Tesla Model 3 Long Range H5LDB,400.0,0.1,7.68,189.74,6.0,5828.81,5822.81,42.0,70.96,28.96,QLD,WA,
Kia EV6 GT,150.0,0.319,10.31,0.01,7.18,0.15,-7.02,15.75,35.72,19.97,NSW,NT,
GWM Ora Standard Range,400.0,0.33,7.23,1.97,19.8,56.97,37.17,42.0,66.81,24.81,QLD,VIC,
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,400.0,0.313,7.17,0.01,18.78,0.29,-18.49,42.0,66.25,24.25,WA,SA,
Ford Mach-E Premium 4P AWD,300.0,0.424,9.75,2.09,19.08,61.13,42.05,31.5,67.57,36.07,QLD,QLD,
Kia EV6 GT,200.0,0.6,11.44,2.11,18.0,48.28,30.28,21.0,52.85,31.85,ACT,NT,
GWM Ora Extended Range,250.0,0.286,9.67,0.01,10.72,0.24,-10.48,26.25,55.84,29.59,ACT,QLD,
BMW 5 Series i5 eDrive40,400.0,0.269,9.92,189.74,16.14,7528.88,7512.74,42.0,91.66,49.66,SA,NSW,ICE fetch failed; manual entry path simulated
Lexus UX 300e,500.0,0.07,8.07,1.76,5.25,71.02,65.77,52.5,93.21,40.71,TAS,TAS,
Mercedes-Benz EQE Class EQE 300,100.0,0.07,10.36,2.21,1.05,22.9,21.85,10.5,23.93,13.43,WA,WA,
BYD SEAL PREMIUM,100.0,0.318,9.89,89.99,4.77,890.0,885.23,10.5,22.85,12.35,WA,TAS,ICE fetch failed; manual entry path simulated
BMW 7 Series i7 M70 xDrive,500.0,0.327,6.48,89.99,24.53,2915.68,2891.15,52.5,74.84,22.34,WA,QLD,
BMW 5 Series i5 M60 xDrive,100.0,0.1,9.48,2.0,1.5,18.96,17.46,10.5,21.9,11.4,NSW,QLD,
Kia EV6 GT,250.0,0.1,7.58,89.99,3.75,1705.31,1701.56,26.25,43.77,17.52,WA,VIC,ICE fetch failed; manual entry path simulated
"Kia EV9 Earth AWD 19"",0""",150.0,0.07,9.68,2.05,1.58,29.77,28.19,15.75,33.54,17.79,WA,NSW,
Audi Q8 Q8 e-tron quattro,150.0,0.1,8.97,1.99,2.25,26.78,24.53,15.75,31.08,15.33,ACT,NT,
GWM Ora Standard Range,300.0,0.6,9.53,89.99,27.0,2572.81,2545.81,31.5,66.04,34.54,WA,TAS,
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,250.0,0.07,8.62,0.01,2.63,0.22,-2.41,26.25,49.78,23.53,WA,NT,
Ford Mach-E GT 4P AWD,200.0,0.333,10.41,1.86,9.99,38.73,28.74,21.0,48.09,27.09,TAS,NSW,
Audi Q8 Q8 e-tron quattro Sportback,400.0,0.07,10.2,89.99,4.2,3671.59,3667.39,42.0,94.25,52.25,ACT,TAS,
BYD SEAL PERFORMANCE,100.0,0.1,2018.0,2.13,1.5,4298.34,4296.84,10.5,4661.58,4651.08,VIC,NSW,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (20 Alloys)""",100.0,0.6,9.22,189.74,9.0,1749.4,1740.4,10.5,21.3,10.8,QLD,VIC,
Lexus RZ 450e,300.0,0.314,10.46,89.99,14.13,2823.89,2809.76,31.5,72.49,40.99,NSW,WA,
Volvo C40 Recharge,100.0,0.07,9.13,2.05,1.05,18.72,17.67,10.5,21.09,10.59,TAS,QLD,
Rolls-Royce Spectre Coupe,500.0,0.425,9.17,89.99,31.88,4126.04,4094.17,52.5,105.91,53.41,TAS,QLD,
BMW 5 Series i5 eDrive40,500.0,0.1,8.08,1.88,7.5,75.95,68.45,52.5,93.32,40.82,WA,WA,
Tesla Model 3 RWD H6LRB,300.0,0.1,7.38,1.82,4.5,40.29,35.79,31.5,51.14,19.64,VIC,VIC,
Audi Q8 Q8 e-tron quattro Sportback,150.0,0.07,9.12,89.99,1.58,1231.06,1229.49,15.75,31.6,15.85,VIC,NSW,
BMW X1 iX1 xDrive30,250.0,0.27,7.82,89.99,10.12,1759.3,1749.18,26.25,45.16,18.91,NSW,VIC,
Mercedes-Benz EQE SUV EQE 500 4MATIC SUV,300.0,0.1,10.43,1.85,4.5,57.89,53.39,31.5,72.28,40.78,SA,WA,
Rolls-Royce Spectre Black Badge Coupe,400.0,0.6,8.23,1.9,36.0,62.55,26.55,42.0,76.05,34.05,SA,VIC,
Rolls-Royce Spectre Coupe,100.0,0.07,8.99,89.99,1.05,809.01,807.96,10.5,20.77,10.27,NSW,NT,
Peugeot 2008 e2008 GT,200.0,0.339,9.69,189.74,10.17,3677.16,3666.99,21.0,44.77,23.77,NSW,NT,
Peugeot 2008 e2008 GT,250.0,0.351,8.48,189.74,13.16,4022.49,4009.33,26.25,48.97,22.72,NSW,NT,
Tesla Model 3 Long Range H5LDB,150.0,0.329,8.22,2.0,7.4,24.66,17.26,15.75,28.48,12.73,ACT,NT,
Lexus RZ 450e,150.0,0.413,6.94,189.74,9.29,1975.19,1965.9,15.75,24.05,8.3,NT,NSW,
Cupra Born Born 77kWh 5 seat,400.0,0.07,6.28,189.74,4.2,4766.27,4762.07,42.0,58.03,16.03,QLD,QLD,
Volvo XC40 Recharge,200.0,0.24,8.3,0.01,7.2,0.17,-7.03,21.0,38.35,17.35,NT,ACT,
Peugeot 2008 e2008 GT,100.0,0.6,11.62,89.99,9.0,1045.68,1036.68,10.5,26.84,16.34,WA,NT,
Ford Mach-E Select LFP RWD,250.0,0.407,9.15,1.81,15.26,41.4,26.14,26.25,52.84,26.59,QLD,ACT,ICE fetch failed; manual entry path simulated
Lexus UX 300e,500.0,0.332,6.07,89.99,24.9,2731.2,2706.3,52.5,70.11,17.61,TAS,ACT,ICE fetch failed; manual entry path simulated
Kia EV6 GT,100.0,0.366,8.76,189.74,5.49,1662.12,1656.63,10.5,20.24,9.74,VIC,ACT,ICE fetch failed; manual entry path simulated
"Cupra Born 77kWh 4 seat (19 Alloys)""",200.0,0.6,9.89,2.32,18.0,45.89,27.89,21.0,45.69,24.69,NSW,WA,
Rolls-Royce Spectre Black Badge Coupe,150.0,0.323,6.01,2.03,7.27,18.3,11.03,15.75,20.82,5.07,TAS,VIC,
GWM Ora Extended Range GT,400.0,0.315,7.15,1.69,18.9,48.33,29.43,42.0,66.07,24.07,QLD,SA,
BYD SEAL PERFORMANCE,200.0,0.6,11.26,1.88,18.0,42.34,24.34,21.0,52.02,31.02,VIC,TAS,
MG MG4 51kWh EV RWD ,100.0,0.07,8.15,1.81,1.05,14.75,13.7,10.5,18.83,8.33,TAS,ACT,ICE fetch failed; manual entry path simulated
Mercedes-Benz EQE SUV EQE 350 4MATIC SUV ,200.0,0.387,6.68,89.99,11.61,1202.27,1190.66,21.0,30.86,9.86,NT,QLD,
Mercedes-Benz EQE SUV EQE 300 SUV ,500.0,0.311,8.47,189.74,23.32,8035.49,8012.16,52.5,97.83,45.33,VIC,ACT,
Rolls-Royce Spectre Coupe,400.0,0.07,7.76,1.92,4.2,59.6,55.4,42.0,71.7,29.7,QLD,NSW,
Tesla Model 3 RWD H6LRB,500.0,0.07,9.29,2.12,5.25,98.47,93.22,52.5,107.3,54.8,VIC,WA,
Tesla Model 3 RWD H6LRB,250.0,0.308,0.5,2.2,11.55,2.75,-8.8,26.25,2.89,-23.36,QLD,NSW,ICE fetch failed; manual entry path simulated
