timestamp,weekly_km,trip_length,driving_frequency,driving_type,road_trips,car_ownership,fuel_efficiency,monthly_fuel_spend,home_charging,solar_panels,charging_preference,budget,priorities,postcode,cluster
26/08/2025 14:57,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,6.5,23.59,No,No,No preference,">$80,000","Environmental impact, Tech features",3171,3
13/08/2025 23:07,38,Mostly medium trips (10-50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,7.3,22.31,Yes,Yes,Home,"<$40,000","Performance, Brand reputation",3485,3
28/08/2025 15:40,36,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,10.2,37.92,Yes,No,Public stations,"$40,000-$60,000","Environmental impact, Cost savings",3070,3
24/07/2025 7:15,522,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,4.4,151.4,Yes,No,No preference,Not sure/ Just exploring,"Cost savings, Environmental impact",3809,0
29/08/2025 8:25,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.7,152.93,Yes,No,Public stations,"$40,000-$60,000","Charging convenience, Performance",3072,1
13/08/2025 3:16,68,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Diesel,7.3,42.76,Yes,No,Home,"<$40,000","Brand reputation, Tech features",3155,3
30/07/2025 1:44,523,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,116.52,No,No,Home,">$80,000","Cost savings, Performance",3766,0
29/08/2025 23:23,71,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.9,47.33,Yes,No,Work,Not sure/ Just exploring,"Brand reputation, Performance",3920,3
24/08/2025 20:41,70,Mostly long trips (>50 km),Weekly,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,8.6,19.73,No,No,Home,Not sure/ Just exploring,"Brand reputation, Performance",3707,3
3/08/2025 1:52,529,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),No,No - I don't own a car,0,0,No,Yes,Public stations,"$40,000-$60,000","Cost savings, Brand reputation",3281,0
3/08/2025 0:29,88,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,8.4,62.2,Yes,No,Work,"$60,000 -$80,000","Performance, Cost savings",3896,3
4/08/2025 9:02,67,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,Yes,No,Work,Not sure/ Just exploring,"Environmental impact, Performance",3446,3
9/08/2025 9:15,92,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.9,54.29,Yes,No,Public stations,">$80,000","Performance, Charging convenience",3181,3
30/07/2025 10:13,15,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,4.8,0,Yes,No,Home,"<$40,000","Charging convenience, Environmental impact",3000,3
2/08/2025 3:29,85,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Hybrid,6.9,31,No,Yes,Work,"$60,000 -$80,000","Charging convenience, Performance",3054,3
16/08/2025 4:47,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,9.3,59.58,Yes,No,Home,"$40,000-$60,000","Brand reputation, Performance",3564,3
6/08/2025 20:31,85,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,10.4,46.81,Yes,No,No preference,"$40,000-$60,000","Brand reputation, Tech features",3163,3
8/08/2025 20:17,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.5,54.85,No,Yes,Home,"<$40,000","Brand reputation, Cost savings",3926,3
27/07/2025 8:02,213,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Hybrid,2.4,41.48,Yes,No,Work,Not sure/ Just exploring,"Brand reputation, Cost savings",3537,1
13/08/2025 8:31,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.5,41.86,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Brand reputation",3090,3
28/07/2025 3:57,42,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.6,20.32,Yes,Yes,Home,Not sure/ Just exploring,"Tech features, Environmental impact",3040,3
28/08/2025 7:12,41,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,2.2,14.61,Yes,No,Home,Not sure/ Just exploring,"Cost savings, Tech features",3407,3
16/08/2025 23:02,227,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,6.3,108.85,Yes,No,Work,"$40,000-$60,000","Tech features, Performance",3733,1
18/08/2025 7:46,71,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,9.3,47.41,No,Yes,Public stations,">$80,000","Cost savings, Performance",3071,3
26/07/2025 3:58,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.6,32.52,Yes,No,Home,"<$40,000","Charging convenience, Environmental impact",3046,3
9/08/2025 19:50,44,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,9.7,40.29,Yes,No,Home,"$40,000-$60,000","Environmental impact, Tech features",3641,3
15/08/2025 23:06,22,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,Yes,Yes,Home,"$60,000 -$80,000","Tech features, Brand reputation",3726,3
27/08/2025 21:59,95,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6,43.79,Yes,No,No preference,"$60,000 -$80,000","Tech features, Performance",3254,3
14/08/2025 19:23,40,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.3,33.21,No,No,No preference,"$60,000 -$80,000","Brand reputation, Cost savings",3027,3
12/08/2025 7:00,77,Mostly long trips (>50 km),Weekly,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,10.3,57.15,No,No,Home,Not sure/ Just exploring,"Cost savings, Charging convenience",3201,3
29/08/2025 22:56,229,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Diesel,9.7,138.61,No,No,Public stations,"<$40,000","Charging convenience, Brand reputation",3810,1
4/08/2025 0:28,90,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,No - I don't own a car,0,0,No,Yes,Work,"$40,000-$60,000","Environmental impact, Charging convenience",3221,3
22/08/2025 5:08,93,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Electric,0,40.32,Yes,Yes,Home,">$80,000","Charging convenience, Environmental impact",3200,3
9/08/2025 20:39,73,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,7.3,36.07,Yes,No,Work,Not sure/ Just exploring,"Tech features, Cost savings",3333,3
11/08/2025 19:19,87,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6.2,57.55,Yes,Yes,No preference,">$80,000","Performance, Charging convenience",3121,3
19/08/2025 15:42,69,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10.5,45.12,Yes,No,Home,"$60,000 -$80,000","Charging convenience, Cost savings",3581,3
28/07/2025 16:49,70,Mostly short trips (<10 km),Daily,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.6,62.4,No,No,No preference,"$40,000-$60,000","Brand reputation, Charging convenience",3531,3
17/08/2025 4:57,526,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,9.3,342.67,Yes,Yes,No preference,"$40,000-$60,000","Brand reputation, Cost savings",3133,2
7/08/2025 17:30,212,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,6.2,88.37,Yes,No,Public stations,"$40,000-$60,000","Cost savings, Tech features",3052,1
2/08/2025 6:44,206,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,8.8,150.91,Yes,No,No preference,Not sure/ Just exploring,"Brand reputation, Environmental impact",3159,1
5/08/2025 12:21,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,9.5,142.42,Yes,Yes,No preference,Not sure/ Just exploring,"Tech features, Performance",3941,1
8/08/2025 17:58,71,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Diesel,5.7,27.71,Yes,Yes,Home,"$40,000-$60,000","Tech features, Cost savings",3105,3
27/07/2025 0:02,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,5.6,0.04,Yes,No,Public stations,"<$40,000","Charging convenience, Environmental impact",3198,3
23/07/2025 19:53,229,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),No,Yes - Petrol,8.8,139.75,Yes,No,Work,"$40,000-$60,000","Environmental impact, Brand reputation",3042,1
7/08/2025 20:51,70,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.8,66.3,No,No,Home,">$80,000","Cost savings, Charging convenience",3401,3
27/07/2025 4:43,210,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7,124.78,Yes,No,Home,"$60,000 -$80,000","Environmental impact, Performance",3332,1
18/08/2025 18:52,211,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,8.1,94.8,No,No,Home,"<$40,000","Tech features, Cost savings",3215,1
25/08/2025 5:35,18,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Hybrid,5.9,0,Yes,No,No preference,Not sure/ Just exploring,"Environmental impact, Brand reputation",3152,3
12/08/2025 8:28,66,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.5,25.29,No,No,Public stations,"$60,000 -$80,000","Brand reputation, Environmental impact",3220,3
5/08/2025 20:19,214,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,9.3,130.92,Yes,Yes,No preference,"$40,000-$60,000","Charging convenience, Performance",3188,1
26/08/2025 14:18,524,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,No - I don't own a car,0,0,Yes,Yes,Work,"<$40,000","Brand reputation, Environmental impact",3675,0
29/08/2025 9:44,39,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.9,26.45,No,No,Home,">$80,000","Cost savings, Performance",3918,3
5/08/2025 21:13,45,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,10.4,19.31,Yes,No,Home,"$40,000-$60,000","Brand reputation, Tech features",3579,3
29/07/2025 16:47,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,6,4.28,Yes,No,No preference,Not sure/ Just exploring,"Brand reputation, Charging convenience",3945,3
2/08/2025 17:14,20,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Petrol,8.3,0,Yes,No,Home,"$60,000 -$80,000","Tech features, Brand reputation",3895,3
5/08/2025 16:52,68,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,7.6,37.89,Yes,No,Public stations,">$80,000","Cost savings, Tech features",3213,3
22/08/2025 22:39,37,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Hybrid,3.2,15.68,Yes,No,Home,Not sure/ Just exploring,"Tech features, Brand reputation",3634,3
29/07/2025 3:07,89,Mostly medium trips (10-50 km),A few times a week,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Diesel,6.3,51.01,No,No,Home,">$80,000","Tech features, Environmental impact",3506,3
5/08/2025 16:36,223,Mostly long trips (>50 km),A few times a week,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Hybrid,2.7,59.15,Yes,No,Home,"<$40,000","Performance, Tech features",3269,1
26/08/2025 9:41,94,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,Yes,Yes - Petrol,6.7,63.18,No,No,Home,"<$40,000","Environmental impact, Cost savings",3137,3
14/08/2025 4:36,524,Mostly long trips (>50 km),Daily,Mostly rural or remote area driving (long distances/variable road conditions),Yes,Yes - Petrol,6.5,230.73,No,No,Public stations,"$40,000-$60,000","Performance, Environmental impact",3351,2
15/08/2025 0:51,525,Mostly long trips (>50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Hybrid,3.3,125.03,No,No,Public stations,Not sure/ Just exploring,"Brand reputation, Performance",3987,0
12/08/2025 16:31,213,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,10,138.17,Yes,No,Work,"$40,000-$60,000","Tech features, Environmental impact",3173,1
10/08/2025 6:20,24,Mostly short trips (<10 km),Weekly,Mostly inner-city or suburban driving (short distances/stop-start traffic),Yes,Yes - Diesel,8.5,14.46,No,Yes,Work,">$80,000","Performance, Tech features",3085,3
23/07/2025 16:42,208,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),No,Yes - Petrol,10.7,176.18,Yes,Yes,Home,"<$40,000","Brand reputation, Environmental impact",3085,1
10/08/2025 19:07,22,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,8.7,3.03,Yes,Yes,Home,"$60,000 -$80,000","Environmental impact, Tech features",3285,3
29/08/2025 3:14,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Electric,0,5.12,Yes,No,Work,">$80,000","Brand reputation, Charging convenience",3697,3
17/08/2025 11:32,38,Mostly short trips (<10 km),A few times a week,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,Yes - Petrol,6.5,32.11,Yes,No,Work,"$60,000 -$80,000","Tech features, Cost savings",3033,3
24/08/2025 5:48,65,Mostly short trips (<10 km),Daily,A mix of city/suburban and highway driving,No,No - I don't own a car,0,0,No,Yes,Home,"$60,000 -$80,000","Charging convenience, Performance",3047,3
9/08/2025 13:15,43,Mostly medium trips (10-50 km),Weekly,A mix of city/suburban and highway driving,Yes,Yes - Petrol,7.6,33.96,No,No,Public stations,"$60,000 -$80,000","Environmental impact, Charging convenience",3912,3
24/07/2025 21:56,17,Mostly short trips (<10 km),Occasionally,Mostly inner-city or suburban driving (short distances/stop-start traffic),No,No - I don't own a car,0,0,Yes,Yes,Home,Not sure/ Just exploring,"Tech features, Cost savings",3303,3
16/08/2025 11:49,88,Mostly medium trips (10-50 km),A few times a week,A mix of city/suburban and highway driving,No,Yes - Petrol,7.8,52.33,Yes,No,Public stations,">$80,000","Performance, Cost savings",3084,3
1/08/2025 17:39,215,Mostly medium trips (10-50 km),Daily,A mix of city/suburban and highway driving,No,Yes - Petrol,8.3,113.84,Yes,No,Home,">$80,000","Brand reputation, Environmental impact",3509,1
29/07/2025 21:21,215,Mostly medium trips (10-50 km),Daily,Mostly highway or regional driving (longer distances/higher speeds),Yes,Yes - Petrol,7.6,125.8,Yes,No,No preference,"$40,000-$60,000","Tech features, Environmental impact",3130,1
